trial_id,session_id,trial_index,global_trial_name,score,completed,counterbalance,rg_outcome,num_frames,ground_truth_side
62,2,2,E_B4_O,30.054347826086957,1,0,red,368,R
63,2,3,E_C9_O,37.15575620767494,1,0,green,443,L
64,2,4,E_D3_O,82.41610738255034,1,0,red,298,R
65,2,5,E_C1_O,46.365795724465556,1,0,red,421,R
66,2,6,E_C8_O,92.94429708222812,1,0,green,377,L
67,2,7,E_C3_O,58.52691218130311,1,0,green,353,L
68,2,8,E_C6a_O,-2.532188841201716,1,0,red,466,R
69,2,9,E_C7_O,93.9010989010989,1,0,green,364,L
70,2,10,E_D1_O,-69.54545454545455,1,0,green,220,L
71,2,11,E_C5_O,-18.242280285035626,1,0,red,421,R
72,2,12,E_B4_NO,59.130434782608695,1,0,green,368,L
73,2,13,E_C1_NO,69.4061757719715,1,0,green,421,L
74,2,14,E_C4_O,92.16216216216216,1,0,green,370,L
75,2,15,E_A3_O,109.25925925925927,1,0,green,270,L
76,2,16,E_D2_O,76.0,1,0,green,350,L
77,2,17,E_C4a_O,78.64864864864865,1,0,green,370,L
78,2,18,E_H1_O,99.03225806451613,1,0,green,372,L
79,2,19,E_B3_O,25.675675675675677,1,0,green,370,L
80,2,20,E_C6h_O,75.65068493150685,1,0,red,584,R
81,2,21,E_A4_O,21.362397820163487,1,0,red,367,R
82,2,22,E_D4_O,66.10244988864143,1,0,green,449,L
83,2,23,E_A2_O,83.06306306306305,1,0,green,333,L
84,2,24,E_B2_O,22.4390243902439,1,0,red,246,R
85,2,25,E_H2_NO,97.71883289124668,1,0,green,377,L
86,2,26,E_C5a_O,111.44893111638956,1,0,green,421,L
87,2,27,E_H1_NO,51.45161290322581,1,0,red,372,R
88,2,28,E_C5b_O,48.74109263657957,1,0,green,421,L
89,2,29,E_A1_O,38.6046511627907,1,0,red,258,R
90,2,30,E_C2_O,98.63013698630137,1,0,green,365,L
91,2,31,E_D4_NO,68.7750556792873,1,0,green,449,L
92,2,32,E_A3_NO,80.74074074074073,1,0,red,270,R
93,2,33,E_H2_O,72.78514588859417,1,0,red,377,R
94,2,34,E_C9_NO,54.08577878103837,1,0,green,443,L
95,2,35,E_C10_O,74.65517241379311,1,0,green,580,L
96,2,36,E_C4b_O,54.32432432432432,1,0,green,370,L
108,3,0,E_C1_NO,86.5083135391924,1,0,green,421,L
109,3,1,E_C9_NO,105.10158013544017,1,0,green,443,L
110,3,2,E_C10_O,75.3448275862069,1,0,green,580,L
111,3,3,E_D4_O,74.34298440979956,1,0,green,449,L
112,3,4,E_A3_O,108.88888888888889,1,0,green,270,L
113,3,5,E_A4_O,32.53405994550408,1,0,red,367,R
114,3,6,E_C1_O,78.43230403800474,1,0,red,421,R
115,3,7,E_D4_NO,81.46993318485522,1,0,green,449,L
116,3,8,E_D3_O,93.8255033557047,1,0,red,298,R
117,3,9,E_D2_O,70.0,1,0,green,350,L
118,3,10,E_C4b_O,68.10810810810811,1,0,green,370,L
119,3,11,E_C5b_O,72.0190023752969,1,0,green,421,L
120,3,12,E_B4_O,110.48913043478261,1,0,red,368,R
121,3,13,E_A3_NO,94.81481481481481,1,0,red,270,R
122,3,14,E_C2_O,86.3013698630137,1,0,green,365,L
123,3,15,E_B4_NO,61.84782608695652,1,0,green,368,L
124,3,16,E_H2_NO,59.52254641909814,1,0,green,377,L
125,3,17,E_C6_O,93.39055793991416,1,0,green,466,L
126,3,18,E_D1_O,105.9090909090909,1,0,green,220,L
127,3,19,E_C6h_O,34.726027397260275,1,0,red,584,R
128,3,20,E_C4_O,101.62162162162161,1,0,green,370,L
129,3,21,E_C4a_O,66.21621621621622,1,0,green,370,L
130,3,22,E_H1_O,18.118279569892472,1,0,green,372,L
131,3,23,E_A2_O,13.993993993993994,1,0,green,333,L
132,3,24,E_C8_O,71.19363395225464,1,0,green,377,L
133,3,25,E_B2_O,92.76422764227642,1,0,red,246,R
134,3,26,E_C7_O,84.28571428571429,1,0,green,364,L
135,3,27,E_C9_O,108.26185101580135,1,0,green,443,L
136,3,28,E_B3_O,101.35135135135135,1,0,green,370,L
137,3,29,E_C3_O,110.6515580736544,1,0,green,353,L
138,3,30,E_C5_O,91.97149643705463,1,0,red,421,R
139,3,31,E_A1_O,-19.14728682170542,1,0,red,258,R
140,3,32,E_H1_NO,0.10752688172043179,1,0,red,372,R
141,3,33,E_C6a_O,73.21888412017168,1,0,red,466,R
142,3,34,E_H2_O,106.47214854111405,1,0,red,377,R
143,3,35,E_B1_O,40.0,1,0,green,235,L
144,3,36,E_C5a_O,91.73396674584322,1,0,green,421,L
156,4,0,E_B3_O,101.89189189189189,1,0,green,370,L
157,4,1,E_A1_O,6.821705426356587,1,0,red,258,R
158,4,2,E_C6a_O,79.44206008583691,1,0,red,466,R
159,4,3,E_C3_O,86.28895184135978,1,0,green,353,L
160,4,4,E_C4b_O,77.29729729729729,1,0,green,370,L
161,4,5,E_C1_NO,70.11876484560571,1,0,green,421,L
162,4,6,E_C6_O,86.30901287553648,1,0,green,466,L
163,4,7,E_D4_NO,55.4120267260579,1,0,green,449,L
164,4,8,E_H1_O,47.956989247311824,1,0,green,372,L
165,4,9,E_C6h_O,106.47260273972603,1,0,red,584,R
166,4,10,E_C1_O,10.973871733966746,1,0,red,421,R
167,4,11,E_C9_O,61.534988713318285,1,0,green,443,L
168,4,12,E_C9_NO,94.94356659142211,1,0,green,443,L
169,4,13,E_D1_O,39.09090909090909,1,0,green,220,L
170,4,14,E_C2_O,84.10958904109589,1,0,green,365,L
171,4,15,E_H1_NO,72.68817204301075,1,0,red,372,R
172,4,16,E_A4_O,102.56130790190736,1,0,red,367,R
173,4,17,E_A3_O,104.81481481481481,1,0,green,270,L
174,4,18,E_C5_O,32.11401425178147,1,0,red,421,R
175,4,19,E_C5a_O,88.40855106888361,1,0,green,421,L
176,4,20,E_B2_O,109.43089430894308,1,0,red,246,R
177,4,21,E_C4a_O,102.43243243243244,1,0,green,370,L
178,4,22,E_B4_NO,75.70652173913044,1,0,green,368,L
179,4,23,E_B1_O,107.65957446808511,1,0,green,235,L
180,4,24,E_A2_O,97.77777777777779,1,0,green,333,L
181,4,25,E_C7_O,37.85714285714286,1,0,green,364,L
182,4,26,E_C10_O,56.896551724137936,1,0,green,580,L
183,4,27,E_D2_O,106.57142857142858,1,0,green,350,L
184,4,28,E_C5b_O,113.82422802850357,1,0,green,421,L
185,4,29,E_H2_NO,88.96551724137932,1,0,green,377,L
186,4,30,E_A3_NO,71.11111111111111,1,0,red,270,R
187,4,31,E_H2_O,98.77984084880637,1,0,red,377,R
188,4,32,E_C8_O,49.973474801061,1,0,green,377,L
189,4,33,E_D4_O,72.78396436525611,1,0,green,449,L
190,4,34,E_B4_O,60.76086956521739,1,0,red,368,R
191,4,35,E_C4_O,66.21621621621622,1,0,green,370,L
192,4,36,E_D3_O,102.5503355704698,1,0,red,298,R
204,5,0,E_A1_O,94.8062015503876,1,0,red,258,R
205,5,1,E_B1_O,20.0,1,0,green,235,L
206,5,2,E_C4a_O,34.86486486486486,1,0,green,370,L
207,5,3,E_C5_O,74.86935866983373,1,0,red,421,R
208,5,4,E_H2_NO,66.15384615384616,1,0,green,377,L
209,5,5,E_C6_O,37.38197424892704,1,0,green,466,L
210,5,6,E_C4b_O,102.70270270270271,1,0,green,370,L
211,5,7,E_C7_O,82.08791208791209,1,0,green,364,L
212,5,8,E_B2_O,89.91869918699187,1,0,red,246,R
213,5,9,E_C5b_O,69.88123515439429,1,0,green,421,L
214,5,10,E_C8_O,96.657824933687,1,0,green,377,L
215,5,11,E_C9_O,13.45372460496614,1,0,green,443,L
216,5,12,E_H2_O,103.55437665782493,1,0,red,377,R
217,5,13,E_C1_NO,104.79809976247031,1,0,green,421,L
218,5,14,E_C5a_O,87.45843230403801,1,0,green,421,L
219,5,15,E_D4_O,103.51893095768375,1,0,green,449,L
220,5,16,E_C10_O,45.51724137931035,1,0,green,580,L
221,5,17,E_B4_O,55.59782608695652,1,0,red,368,R
222,5,18,E_C4_O,44.32432432432432,1,0,green,370,L
223,5,19,E_A3_O,98.14814814814814,1,0,green,270,L
224,5,20,E_C3_O,82.60623229461756,1,0,green,353,L
225,5,21,E_A2_O,96.57657657657657,1,0,green,333,L
226,5,22,E_A4_O,99.83651226158038,1,0,red,367,R
227,5,23,E_H1_NO,65.96774193548387,1,0,red,372,R
228,5,24,E_D2_O,70.57142857142857,1,0,green,350,L
229,5,25,E_C2_O,58.35616438356164,1,0,green,365,L
230,5,26,E_B4_NO,63.20652173913043,1,0,green,368,L
231,5,27,E_C9_NO,75.98194130925508,1,0,green,443,L
232,5,28,E_C6h_O,110.41095890410958,1,0,red,584,R
233,5,29,E_D3_O,57.919463087248324,1,0,red,298,R
234,5,30,E_C6a_O,104.12017167381974,1,0,red,466,R
235,5,31,E_H1_O,40.16129032258064,1,0,green,372,L
236,5,32,E_C1_O,30.688836104513065,1,0,red,421,R
237,5,33,E_D1_O,32.72727272727273,1,0,green,220,L
238,5,34,E_B3_O,33.513513513513516,1,0,green,370,L
239,5,35,E_A3_NO,106.66666666666667,1,0,red,270,R
240,5,36,E_D4_NO,93.94209354120267,1,0,green,449,L
252,6,0,E_A2_O,-12.132132132132128,1,0,green,333,L
253,6,1,E_C9_NO,47.99097065462754,1,0,green,443,L
254,6,2,E_H1_O,84.78494623655914,1,0,green,372,L
255,6,3,E_C5_O,103.6104513064133,1,0,red,421,R
256,6,4,E_C4a_O,94.86486486486487,1,0,green,370,L
257,6,5,E_B4_O,111.84782608695652,1,0,red,368,R
258,6,6,E_C3_O,64.47592067988668,1,0,green,353,L
259,6,7,E_C8_O,63.76657824933687,1,0,green,377,L
260,6,8,E_B4_NO,107.77173913043478,1,0,green,368,L
261,6,9,E_D2_O,104.0,1,0,green,350,L
262,6,10,E_C10_O,98.96551724137932,1,0,green,580,L
263,6,11,E_B3_O,42.972972972972975,1,0,green,370,L
264,6,12,E_C6_O,91.03004291845494,1,0,green,466,L
265,6,13,E_D4_O,69.88864142538975,1,0,green,449,L
266,6,14,E_C9_O,107.58465011286681,1,0,green,443,L
267,6,15,E_C6a_O,-20.343347639484975,1,0,red,466,R
268,6,16,E_C4b_O,36.486486486486484,1,0,green,370,L
269,6,17,E_A4_O,85.12261580381471,1,0,red,367,R
270,6,18,E_C6h_O,103.9041095890411,1,0,red,584,R
271,6,19,E_H1_NO,48.22580645161291,1,0,red,372,R
272,6,20,E_A3_O,45.18518518518518,1,0,green,270,L
273,6,21,E_C2_O,61.0958904109589,1,0,green,365,L
274,6,22,E_D3_O,55.23489932885906,1,0,red,298,R
275,6,23,E_C1_O,51.35391923990498,1,0,red,421,R
276,6,24,E_C5b_O,65.36817102137768,1,0,green,421,L
277,6,25,E_C7_O,64.50549450549451,1,0,green,364,L
278,6,26,E_H2_O,58.46153846153847,1,0,red,377,R
279,6,27,E_D1_O,106.36363636363636,1,0,green,220,L
280,6,28,E_A1_O,62.63565891472868,1,0,red,258,R
281,6,29,E_H2_NO,106.47214854111405,1,0,green,377,L
282,6,30,E_C4_O,31.891891891891895,1,0,green,370,L
283,6,31,E_A3_NO,57.77777777777778,1,0,red,270,R
284,6,32,E_C5a_O,16.43705463182898,1,0,green,421,L
285,6,33,E_B2_O,77.3170731707317,1,0,red,246,R
286,6,34,E_B1_O,11.914893617021276,1,0,green,235,L
287,6,35,E_D4_NO,98.84187082405344,1,0,green,449,L
288,6,36,E_C1_NO,83.18289786223278,1,0,green,421,L
